,tweet_text,tweet_time,tweet_place
32,"No one man should have all that power
The clock’s ticking, I just count the hours
Stop tripping, I’m tripping off t… https://t.co/BC4PxfeTGz",Thu Jan 17 15:33:55 +0000 2019,"Shreveport, LA"
33,"Ulta Beauty is hiring in #Shreveport, LA! Read about our latest #Cosmetology job opening via the link in our bio: Specialty Beauty Advisor",Thu Jan 17 15:33:46 +0000 2019,"Shreveport, LA"
34,@mildreth_mm Adulterers .,Thu Jan 17 15:25:35 +0000 2019,"Shreveport, LA"
35,MYYYYY HEARTTTTTT😍😭😍 walking down the isle to see this... my heart exploded. So blessed to be so loved... ❤️❤️❤️ https://t.co/So9plWalgi,Thu Jan 17 15:21:22 +0000 2019,"Shreveport, LA"
36,@dianabutlerbass ❤️,Thu Jan 17 15:19:20 +0000 2019,"Shreveport, LA"
37,Still get chills every time 9 years later! @billyjoiner https://t.co/ajjH1wlPFa,Thu Jan 17 15:17:32 +0000 2019,"Shreveport, LA"
38,Boy this brings tears to my eyes to this day. https://t.co/0rIuSZAcUI,Thu Jan 17 15:15:32 +0000 2019,"Shreveport, LA"
39,@tkarn421 @RGPokerSeries @Shinesty Def bringing the Disco shirt out of the closet for this season.,Thu Jan 17 15:14:52 +0000 2019,"Shreveport, LA"
40,Such a team player. https://t.co/gS9dipgnqS,Thu Jan 17 15:08:01 +0000 2019,"Shreveport, LA"
41,Thank you mag 💙 I needed that 😂😂 https://t.co/DSGfirNj0V,Thu Jan 17 15:01:26 +0000 2019,"Shreveport, LA"
42,I need to do this . I eat sugar literally on everything https://t.co/MbaVtTeyvB,Thu Jan 17 15:00:54 +0000 2019,"Shreveport, LA"
43,@kolaworlay 😂😂😂 Òlódó.  SMH,Thu Jan 17 14:59:19 +0000 2019,"Shreveport, LA"
44,Usher gay idc,Thu Jan 17 14:54:41 +0000 2019,"Shreveport, LA"
45,We been waiting on this one 👿,Thu Jan 17 14:48:48 +0000 2019,"Shreveport, LA"
46,Gameday 💪🏾,Thu Jan 17 14:48:18 +0000 2019,"Shreveport, LA"
47,Time to get up,Thu Jan 17 14:46:01 +0000 2019,"Shreveport, LA"
48,"@BekaLombardo there is almost an inverted reward system where the *more* you help society, the *worse* you are trea… https://t.co/UDUNYhfTZD",Thu Jan 17 14:37:07 +0000 2019,"Shreveport, LA"
49,"See our latest #Shreveport, LA #Transportation job opportunity and click the link in our bio to apply: Pediatric Da… https://t.co/47KGhVFUnx",Thu Jan 17 14:36:42 +0000 2019,"Shreveport, LA"
50,@TylerHyndshaw @PFF Have had one all year! Premium,Thu Jan 17 14:34:20 +0000 2019,"Shreveport, LA"
51,@adamcenters5 @TBob53 @OTB_ESPN @JordyCulotta I NEVER ask for anything as far as $$$ etc for picks. Trying to use t… https://t.co/3p2if1SUPY,Thu Jan 17 14:30:37 +0000 2019,"Shreveport, LA"
52,"Here’s my #10yearchallenge: In 2009, I was a senior in high school. Fast forward 10 years, I’m a meteorologist at… https://t.co/lfKb07GwiQ",Thu Jan 17 14:25:25 +0000 2019,"Shreveport, LA"
53,I just want something unbelievably cool to come out only in left handed so the right handed golfers can truly under… https://t.co/0PuLlDpqiE,Thu Jan 17 14:19:40 +0000 2019,"Shreveport, LA"
54,Kenny Chesney + coffee = a great morning 👏🏼,Thu Jan 17 14:14:33 +0000 2019,"Shreveport, LA"
55,Join us today at 11AM for an artist lecture by #ExperimentalFilmmaker and #ContemporarySculptor Adam Hogan. Free an… https://t.co/K6Ysp3abwd,Thu Jan 17 14:12:35 +0000 2019,"Shreveport, LA"
56,Please!!! 📚📚 https://t.co/gWkmz8DK5z,Thu Jan 17 14:11:03 +0000 2019,"Shreveport, LA"
57,You gotta be willing to go the extra mile if you want it as bad as you say you do!!!!,Thu Jan 17 14:07:26 +0000 2019,"Shreveport, LA"
58,@OTB_ESPN I am looking for 2 face value tickets anywhere in SuperDome for Sunday. Trying to cash in the karma and g… https://t.co/56PpkkO4yN,Thu Jan 17 14:06:08 +0000 2019,"Shreveport, LA"
59,James Harden can score,Thu Jan 17 14:02:58 +0000 2019,"Shreveport, LA"
60,Fake @PatrickMahomes5 is back for championship week! https://t.co/cWtJQMOC08,Thu Jan 17 13:51:45 +0000 2019,"Shreveport, LA"
61,I want a Bradley Cooper album,Thu Jan 17 13:50:03 +0000 2019,"Shreveport, LA"
62,Which basement? I need to know. https://t.co/r53Yy1raBR,Thu Jan 17 13:49:21 +0000 2019,"Shreveport, LA"
63,SAY SAY SAY lava lamp 😂😂 https://t.co/rqw20LRgi9,Thu Jan 17 13:48:10 +0000 2019,"Shreveport, LA"
64,@DMino__ https://t.co/m5beS469mF,Thu Jan 17 13:42:54 +0000 2019,"Shreveport, LA"
65,You are welcome https://t.co/KeAQGnxxSS,Thu Jan 17 13:41:31 +0000 2019,"Shreveport, LA"
66,"#BettyWhite 
Have a great birthday, enjoy 97🎉 https://t.co/vvw4NfqqFG",Thu Jan 17 13:40:39 +0000 2019,"Shreveport, LA"
67,.@PFF ... do you have top 10 NFL RB’s this season for Yards After Contact?,Thu Jan 17 13:35:00 +0000 2019,"Shreveport, LA"
68,@teeyoung23 @Destinyrice_24 GET THEM IN THERE 🖤 #318vsTheWorld https://t.co/oGZKsDW3GH,Thu Jan 17 13:34:47 +0000 2019,"Shreveport, LA"
69,"I never praised her either , Only IK &amp; Asad Umer is reason to support PTI, Werna No other reason to support PTI https://t.co/B6qoISeQPx",Thu Jan 17 13:33:15 +0000 2019,"Shreveport, LA"
70,"Bas ker du bibi, let him finish his job 1st, pher tareef b ker laina. Kaam chahaye. Bateen nhi, 3 year Baba jee ky… https://t.co/h8WISCOvUE",Thu Jan 17 13:31:27 +0000 2019,"Shreveport, LA"
0,Call me vanilla but the whole spit fetish is absolutely disgusting https://t.co/MaiVhVUVJp,Thu Jan 17 13:26:07 +0000 2019,"Shreveport, LA"
1,"current weather in Shreveport: overcast clouds, 55°F
89% humidity, wind 11mph, pressure 1018mb",Thu Jan 17 13:26:07 +0000 2019,"Shreveport, LA"
2,@jatalia_smith I will and love you too,Thu Jan 17 13:23:01 +0000 2019,"Shreveport, LA"
3,@OkayCharisse 😲,Thu Jan 17 13:22:31 +0000 2019,"Shreveport, LA"
4,Mr Khosa will give fa our to every criminal women or that special offer from u was only for Maryam? https://t.co/w7U7Zx8yVb,Thu Jan 17 13:20:42 +0000 2019,"Shreveport, LA"
5,"Shreveport: 7:16am: sunrise
sunset will be at 5:34pm",Thu Jan 17 13:19:48 +0000 2019,"Shreveport, LA"
6,Thanks big cuzzo https://t.co/Flobbus2A6,Thu Jan 17 13:13:17 +0000 2019,"Shreveport, LA"
7,Thanks big sis https://t.co/cfovTfsy9E,Thu Jan 17 13:13:04 +0000 2019,"Shreveport, LA"
8,#SPEAKIT https://t.co/7WOkvQVoJu,Thu Jan 17 13:11:34 +0000 2019,"Shreveport, LA"
9,Happy Birthday @BettyMWhite https://t.co/oLNtkUndg6,Thu Jan 17 13:02:46 +0000 2019,"Shreveport, LA"
10,#TheBestMenCanBe https://t.co/62rJnTQ1qy,Thu Jan 17 13:02:23 +0000 2019,"Shreveport, LA"
11,"temperature up 52°F -&gt; 55°F
humidity up 83% -&gt; 100%
wind 9mph -&gt; 13mph",Thu Jan 17 12:59:51 +0000 2019,"Shreveport, LA"
12,Thank you so much https://t.co/J8heMlJ3Ee,Thu Jan 17 12:58:40 +0000 2019,"Shreveport, LA"
13,I’m turning up After my classes today,Thu Jan 17 12:57:18 +0000 2019,"Shreveport, LA"
14,Appreciate it https://t.co/1TLqtGPnZb,Thu Jan 17 12:56:37 +0000 2019,"Shreveport, LA"
15,Yep it’s game day!!! ⚓️⚓️⚓️🏀🏀🏀,Thu Jan 17 12:49:46 +0000 2019,"Shreveport, LA"
16,@Lin_Manuel Happy Birthday!,Thu Jan 17 12:43:16 +0000 2019,"Shreveport, LA"
17,We Just watched Dragon Ball Super Broly last night in XD... Wowzers!!!! Beat anime movie EVER!!!! 😲😁🐉👏 @ Cinemark T… https://t.co/MFqN0x8RZ1,Thu Jan 17 12:42:32 +0000 2019,"Shreveport, LA"
18,Toxic trait of mine 🤦🏾‍♂️ https://t.co/d9dZ9chnKH,Thu Jan 17 12:25:57 +0000 2019,"Shreveport, LA"
19,@PSIchotic15 Miracle Whip? You’re ghetto af,Thu Jan 17 12:24:41 +0000 2019,"Shreveport, LA"
20,Always loved Cam and Elizabeth relationship this actor just makes it even better https://t.co/0KKUffMEqu,Thu Jan 17 12:23:51 +0000 2019,"Shreveport, LA"
21,"@ReneeYoungWWE Like Jack Spratt and his wife. 

Between the both of you, no food spoilage. Winning!",Thu Jan 17 12:20:03 +0000 2019,"Shreveport, LA"
22,"Y’all keep on with the twerk videos and let the ladies from Brazil, Trinidad, Nigeria, and Jamaica fool around and… https://t.co/OIdamPs41v",Thu Jan 17 12:16:33 +0000 2019,"Shreveport, LA"
23,I gotta be honest with myself on this one.,Thu Jan 17 12:14:02 +0000 2019,"Shreveport, LA"
24,@BlewintheWind @LondonAffair Or she doesn’t trust him so she tries not to let him out her sight,Thu Jan 17 12:11:09 +0000 2019,"Shreveport, LA"
25,Happy Birthday to me!! 🎊🎁🎆,Thu Jan 17 12:11:06 +0000 2019,"Shreveport, LA"
26,@daiyshamonae @LondonAffair To a Girls Night Out event? Why!,Thu Jan 17 12:09:58 +0000 2019,"Shreveport, LA"
27,@MaryJ_K @NerdyWonka So we are worrying about the wording not the message don’t care about how she said it the message is clear,Thu Jan 17 12:09:55 +0000 2019,"Shreveport, LA"
28,@lipstickknife @LondonAffair https://t.co/O9El7YGA5P,Thu Jan 17 12:09:21 +0000 2019,"Shreveport, LA"
29,@LondonAffair @Ebony_QT Thank you!!! And stop inserting his name into every https://t.co/OMmA2Ls8uy isn’t necessary… https://t.co/IBx34nJ4ZX,Thu Jan 17 12:08:40 +0000 2019,"Shreveport, LA"
30,I could’ve sworn I just went to sleep 🤦‍♂️😩😩😩,Thu Jan 17 12:05:21 +0000 2019,"Shreveport, LA"
31,Is this a Nutria? https://t.co/yF0JXFBHif,Thu Jan 17 12:03:50 +0000 2019,"Shreveport, LA"
32,I’m so 214 and 318,Thu Jan 17 12:02:52 +0000 2019,"Shreveport, LA"
33,Forever mood https://t.co/kHZCVGD3ZQ,Thu Jan 17 12:01:42 +0000 2019,"Shreveport, LA"
34,@AdamSerwer @jbouie They look for any reason to deflect. They refuse to use logic refuse to debate using verifiable… https://t.co/f0osOvyG9Z,Thu Jan 17 12:01:05 +0000 2019,"Shreveport, LA"
35,@JusticeeAlyriaa Thanks,Thu Jan 17 12:00:35 +0000 2019,"Shreveport, LA"
36,@_blaqkween_ Happy birthday,Thu Jan 17 11:53:57 +0000 2019,"Shreveport, LA"
37,@youluvashlyn Thanks,Thu Jan 17 11:53:28 +0000 2019,"Shreveport, LA"
38,"@JusR3ading1 @AaronMSanchez Carefully, like I was planning a wedding 🤣",Thu Jan 17 11:38:28 +0000 2019,"Shreveport, LA"
39,@OGFlwrz I honestly didn’t see this plot twist coming,Thu Jan 17 11:37:28 +0000 2019,"Shreveport, LA"
40,@SiriusXMPatriot @SIRIUSXM @davidwebbshow @CNN @ArevaMartin Ive been falsly accused of being a drug dealer by a lyi… https://t.co/iGgT7H5m2h,Thu Jan 17 11:31:18 +0000 2019,"Shreveport, LA"
41,A fellow king ✊🏾 https://t.co/u4icNa9gho,Thu Jan 17 11:31:18 +0000 2019,"Shreveport, LA"
42,@rodimusprime 😦,Thu Jan 17 11:30:47 +0000 2019,"Shreveport, LA"
43,"Wait what?
I hope Idris Elba is having a lovely evening. https://t.co/OmJRF1QPy5",Thu Jan 17 11:23:28 +0000 2019,"Shreveport, LA"
44,@HillReporter R bang n him,Thu Jan 17 11:23:28 +0000 2019,"Shreveport, LA"
45,@rodimusprime I think so,Thu Jan 17 11:21:29 +0000 2019,"Shreveport, LA"
46,"After I report this tweet, I am going to get some bacon. https://t.co/13NRcErLUE",Thu Jan 17 11:19:37 +0000 2019,"Shreveport, LA"
47,"#truestory #change #better 
#motivation #inspiration 
Happy Thursday! #socialmedia @ Shreveport, Louisiana https://t.co/9ws8SGZZY6",Thu Jan 17 11:12:36 +0000 2019,"Shreveport, LA"
48,Is it bad I’m only looking forward to the weekend so I can take a sleeping pill and sleep my heart out? I’m just so sleepy 😣,Thu Jan 17 10:40:17 +0000 2019,"Shreveport, LA"
49,@MissTicia07 Thanks so much,Thu Jan 17 10:29:08 +0000 2019,"Shreveport, LA"
50,@HotSauceGoddess Thanks,Thu Jan 17 10:27:43 +0000 2019,"Shreveport, LA"
51,Happy birthday @KimmayyL,Thu Jan 17 10:25:13 +0000 2019,"Shreveport, LA"
52,@Chuccii_ Thanks,Thu Jan 17 10:24:49 +0000 2019,"Shreveport, LA"
53,bc you’re YOU 🥰🥰 https://t.co/NZXECYPbaM,Thu Jan 17 09:16:53 +0000 2019,"Shreveport, LA"
54,"Just know that when I’m over you, I’m OVER you &amp; I mean that in the most humble way possible😌",Thu Jan 17 09:16:39 +0000 2019,"Shreveport, LA"
55,"humidity down 93% -&gt; 83%
wind 10mph -&gt; 9mph",Thu Jan 17 08:46:00 +0000 2019,"Shreveport, LA"
56,having taylor as my best friend is such a god damn blessing,Thu Jan 17 08:06:37 +0000 2019,"Shreveport, LA"
57,"It same like Righing JIT , in whole report on every page kept saying Election wasn't Good but at the last says but… https://t.co/OyEKfr6WaM",Thu Jan 17 08:01:06 +0000 2019,"Shreveport, LA"
58,can someone get me air pods?,Thu Jan 17 07:46:01 +0000 2019,"Shreveport, LA"
59,Did I wake up to find all this tea at the right time? I think yes :),Thu Jan 17 07:44:59 +0000 2019,"Shreveport, LA"
60,lmao omg I’m going off @1am wtf,Thu Jan 17 07:33:53 +0000 2019,"Shreveport, LA"
61,"If I call you , I wonder would you answer",Thu Jan 17 07:33:42 +0000 2019,"Shreveport, LA"
62,@KingDr318 😂😂,Thu Jan 17 07:19:06 +0000 2019,"Shreveport, LA"
63,@KingDr318 I do both lol look thru my media,Thu Jan 17 07:18:11 +0000 2019,"Shreveport, LA"
0,DO THATTT😍😍 https://t.co/IkMm3yn8HR,Thu Jan 17 07:11:20 +0000 2019,"Shreveport, LA"
1,@Dr_Sweets23 He was on lil b dick at this time though,Thu Jan 17 07:08:34 +0000 2019,"Shreveport, LA"
2,@KingDr318 Lol Preciate it bro I still do dribble moves when I have to,Thu Jan 17 07:08:31 +0000 2019,"Shreveport, LA"
3,@ncbowen123 Why not 2019?,Thu Jan 17 07:07:14 +0000 2019,"Shreveport, LA"
4,@KingDr318 No sir 😂 I KNOW MY SHOT,Thu Jan 17 07:06:27 +0000 2019,"Shreveport, LA"
5,@KingDr318 Or 70 I think but I know for a fact it's not over 75 lol,Thu Jan 17 07:06:05 +0000 2019,"Shreveport, LA"
6,@KingDr318 Mine is a 74,Thu Jan 17 07:05:25 +0000 2019,"Shreveport, LA"
7,Damn https://t.co/c2efNEoF1F,Thu Jan 17 07:05:09 +0000 2019,"Shreveport, LA"
8,@KingDr318 LMFAOOO I'm not a stretch I just know my shot bro. I'm a play shot sf,Thu Jan 17 07:02:46 +0000 2019,"Shreveport, LA"
9,@KingDr318 Main glitch? What glitch,Thu Jan 17 07:01:14 +0000 2019,"Shreveport, LA"
10,@xin_clo Woah,Thu Jan 17 06:58:44 +0000 2019,"Shreveport, LA"
11,On god https://t.co/3IiWkNhZ6k,Thu Jan 17 06:58:13 +0000 2019,"Shreveport, LA"
12,@KingDr318 Wym lol,Thu Jan 17 06:57:38 +0000 2019,"Shreveport, LA"
13,my mom wasn’t paying extra for these you spoiled fucks https://t.co/I6tdOCTHOj,Thu Jan 17 06:52:22 +0000 2019,"Shreveport, LA"
14,up late thinking about a table I had today that was mad at me because their ice was “melting too fast”. https://t.co/cqoCC5sZUs,Thu Jan 17 06:51:41 +0000 2019,"Shreveport, LA"
15,Bugg🤞🏽,Thu Jan 17 06:44:50 +0000 2019,"Shreveport, LA"
16,it’s just you and me in the pouring rain 😩,Thu Jan 17 06:40:21 +0000 2019,"Shreveport, LA"
17,Seriously?? 🙄🙄🙄 https://t.co/peqWGYcNZK,Thu Jan 17 06:33:40 +0000 2019,"Shreveport, LA"
18,I went to sleep at 9 &amp; now I’m up wtf,Thu Jan 17 06:33:16 +0000 2019,"Shreveport, LA"
19,@JohnWDean @MalcolmNance We don’t know. And that scares the shit out of me.,Thu Jan 17 06:32:59 +0000 2019,"Shreveport, LA"
20,@hardball 45 is a good little puppet.,Thu Jan 17 06:30:58 +0000 2019,"Shreveport, LA"
21,@realAliTweets LOL 😂,Thu Jan 17 06:27:46 +0000 2019,"Shreveport, LA"
22,@SethAbramson I need a shower just hearing 45 or about 45 on TV. What a crime family.,Thu Jan 17 06:27:27 +0000 2019,"Shreveport, LA"
23,@Acosta He’s just so bad at his job. JHC,Thu Jan 17 06:24:42 +0000 2019,"Shreveport, LA"
24,"@tedlieu Um, Watergate? CREEP??",Thu Jan 17 06:23:57 +0000 2019,"Shreveport, LA"
25,@ProudResister @GOP @realDonaldTrump Let us not forget. I will work to vote Cassidy out. However much it takes.,Thu Jan 17 06:22:34 +0000 2019,"Shreveport, LA"
26,"@chrislhayes You Geaux, Chris Cuomo!! Sock it to ‘em. 💙",Thu Jan 17 06:19:23 +0000 2019,"Shreveport, LA"
27,@tedlieu @MSNBC @FoxNews @NBCNews @abcnews @CBSNews I practiced law for 25 years in two states. I don’t think I’ve… https://t.co/rhfgcVM7Lv,Thu Jan 17 06:12:15 +0000 2019,"Shreveport, LA"
28,"Happy wife, happy life 🧡😂 https://t.co/8mod0LOJVx",Thu Jan 17 06:11:18 +0000 2019,"Shreveport, LA"
29,@EdKrassen @seanhannity @realDonaldTrump I am LOSING it with this administration!! 🤯🤯🤯,Thu Jan 17 06:10:34 +0000 2019,"Shreveport, LA"
30,@kylegriffin1 First time I’ve agreed with either of my senators.,Thu Jan 17 06:09:22 +0000 2019,"Shreveport, LA"
31,"@funder #WheresMitch 
#WheresMitch 
#WheresMitch",Thu Jan 17 06:07:06 +0000 2019,"Shreveport, LA"
32,Everybody temporary nowadays and everybody full of games .,Thu Jan 17 06:05:38 +0000 2019,"Shreveport, LA"
33,@jimsciutto @VP That whole administration needs to go. And Barr is extremely dangerous.,Thu Jan 17 06:05:30 +0000 2019,"Shreveport, LA"
34,"temperature down 57°F -&gt; 52°F
humidity up 74% -&gt; 93%
wind 13mph -&gt; 10mph",Thu Jan 17 06:05:11 +0000 2019,"Shreveport, LA"
35,"@SaysHummingbird #FireMiller 
#FireMiller",Thu Jan 17 06:03:50 +0000 2019,"Shreveport, LA"
36,@JoeNBC The intruder is IN THE HOUSE!! 😱,Thu Jan 17 06:03:10 +0000 2019,"Shreveport, LA"
37,@AshaRangappa_ WTAF??,Thu Jan 17 06:01:50 +0000 2019,"Shreveport, LA"
38,Dope https://t.co/rotx0NEMpB,Thu Jan 17 06:00:45 +0000 2019,"Shreveport, LA"
39,@GeorgeTakei I love ❤️ you.,Thu Jan 17 06:00:42 +0000 2019,"Shreveport, LA"
40,Sometimes holding on does more damage than letting go 💯💯💯,Thu Jan 17 06:00:16 +0000 2019,"Shreveport, LA"
41,"@Acosta Geaux, Nancy, you magnificent woman!!",Thu Jan 17 06:00:13 +0000 2019,"Shreveport, LA"
42,1 day the love will be genuine.,Thu Jan 17 05:59:04 +0000 2019,"Shreveport, LA"
43,"@washingtonpost That woman is crazy and oh, so dangerous. Ergo, 45 follows her commands.",Thu Jan 17 05:59:00 +0000 2019,"Shreveport, LA"
44,"@tribelaw Amen and thank you for noting it, Professor Tribe.",Thu Jan 17 05:57:59 +0000 2019,"Shreveport, LA"
45,😂 see no lies here https://t.co/EMU1CvqLsG,Thu Jan 17 05:57:28 +0000 2019,"Shreveport, LA"
46,@DearAuntCrabby @realDonaldTrump All the way culpable. He’s despicable.,Thu Jan 17 05:55:32 +0000 2019,"Shreveport, LA"
47,"@EdKrassen @TomFitton OMG, that makes me physically ill. Who ARE those people?? 😱😱😱",Thu Jan 17 05:54:48 +0000 2019,"Shreveport, LA"
48,Fake af and ion trust ya 🖕🏽 https://t.co/svD5853dpJ,Thu Jan 17 05:53:27 +0000 2019,"Shreveport, LA"
49,@mmpadellan I have scorn in my heart for 45. I shall have to go to confession.,Thu Jan 17 05:52:53 +0000 2019,"Shreveport, LA"
50,2019 y’all niggas still sending dick pics 🙄😒,Thu Jan 17 05:52:51 +0000 2019,"Shreveport, LA"
51,Ever tried to make a fake page just to talk to your boyfriend 🤦🏽‍♀️.   #puertoricanshit #crazybitch,Thu Jan 17 05:51:53 +0000 2019,"Shreveport, LA"
52,This world is full of LowKey ass haters I swear 😪😑,Thu Jan 17 05:50:13 +0000 2019,"Shreveport, LA"
53,@SaysHummingbird I’d really like a Biden/Beto ticket.,Thu Jan 17 05:49:43 +0000 2019,"Shreveport, LA"
54,@DerekCressman How does he ever get security clearances? 😳😳😳,Thu Jan 17 05:48:46 +0000 2019,"Shreveport, LA"
55,this nigga Soulja boy ain’t told not one lie 🧐,Thu Jan 17 05:46:41 +0000 2019,"Shreveport, LA"
56,"@ProudResister @realDonaldTrump I truly despise what you’re doing to this country and, specifically, to our men and… https://t.co/iCwcU3LKaJ",Thu Jan 17 05:46:02 +0000 2019,"Shreveport, LA"
57,@livingdolllex Bitch ain’t heard from u all day and the the audacity to be on twitter,Thu Jan 17 05:45:41 +0000 2019,"Shreveport, LA"
58,Mane I’m so sick of this,Thu Jan 17 05:45:12 +0000 2019,"Shreveport, LA"
59,@KatyBeavs E L L I E  S T E A L S,Thu Jan 17 05:37:35 +0000 2019,"Shreveport, LA"
60,Praying for my good friend and Olympic mentor @RealKurtAngle I just heard what happened to your Niece Mini hoping s… https://t.co/Ja0oQkXHbp,Thu Jan 17 05:32:20 +0000 2019,"Shreveport, LA"
61,Real talk https://t.co/8RFNVT0kLn,Thu Jan 17 05:32:05 +0000 2019,"Shreveport, LA"
62,AD,Thu Jan 17 05:29:16 +0000 2019,"Shreveport, LA"
63,"Dear @AppleSupport,

Black girls pat their hair when it itches, I have now hung up my phone about 12 thousand times… https://t.co/0viKPPB1Qx",Thu Jan 17 05:25:55 +0000 2019,"Shreveport, LA"
64,@JayWhatley That giggle at the end! 😍,Thu Jan 17 05:24:53 +0000 2019,"Shreveport, LA"
65,"So Excited and proud of Team Ironworks Athlete &amp; Haughton Bucs, @gavinroej  We've had the pleasure of coaching him… https://t.co/ruf8q69hg6",Thu Jan 17 05:21:19 +0000 2019,"Shreveport, LA"
66,@KingHarry06 So we looking at numbers (bc he appeals to....) or if he lame or not 🤷🏾‍♂️,Thu Jan 17 05:20:21 +0000 2019,"Shreveport, LA"
67,@AyooChanse I swear you a hater 😂 Be expecting a video in the next few days 👀🤫,Thu Jan 17 05:17:45 +0000 2019,"Shreveport, LA"
